,title,category,description,current_funding_amount,percentage,target_funding_amount,supporter
3435,성균관대학교 퀴어홀릭의 퀴문축 굿즈! <배지와 스티커>,캐릭터 · 굿즈,"다가오는 7월 퀴어문화축제, 퀴어홀릭의 후원 보상품을 미리 만나보시오!",6122500,612,1000000,387
3436,비수도권 탐방기 <지역의 사생활99>,웹툰 · 만화,"9곳의 비수도권 도시, 9명의 작가, 9개의 이야기",30612100,612,50019,792
3437,"[하비인더박스] 첫 번째 취미 프로젝트, DIY 네온사인",홈 · 리빙,"매월 새로운 취미를 배달합니다. 취미 큐레이터, 취미 정기배송 하비인더박스와 함께 해요!",12237567,611,2000000,352
3438,"'퐁당' 마음을 담아 전해요, 이어링 DIY 키트",주얼리,"'퐁당' 마음을 담아 전해요, 당신의 손끝에서 이어지는 이어링 DIY 키트.",734000,611,120000,17
3439,상상을입다! 초.능력캔들동화,출판,[빨간고무신표 캔들동화1탄] 상상입은 초.능력캔들동화에 오신 것을 환영해요,6116000,611,10009,112
3440,웹툰 배경 프로젝트 04.-로판 서양 저택 패키지-스케치업,웹툰 리소스,로판물 서양 저택 패키지 <침실 & 테라스 & 다이닝룸 & 응접실 & 복도> 입니다 :),6115000,611,10008,95
3441,애도 만화 에세이 <충분히 슬퍼할 것>,웹툰 · 만화,소중한 사람과의 이별로 인한 상처를 추스르며 앞으로 나아가는 이야기,12228000,611,2000000,625
3442,완벽한 도예인을 위한 <수축률자>,예술,"""수축률 계산은 귀찮지만 수치는 정확하게.""
 완성도 있는 작품을 만드는 도예가를 위한 자",13138000,611,21502,432
3443,"허브, 몸과 마음을 치유하는 향긋한 식물 100가지",출판,식물도감을 현대적인 감각으로 재해석한 일러스트 허브 백과사전!,12221000,611,2000000,390
3444,선물 같은 케익을 만드는 '유나토케익',푸드,각양각색의 캐릭터 마카롱이 우르르~! 먹기 아까우셔도 달콤함을 포기하지 마세요*___*,2566000,610,420000,116
3445,카드캡터 체리 클리어카드편 굿즈,웹툰 · 만화,카드캡터 체리 클리어카드의 다양한 아트워크를 담은 굿즈를 만나 보세요!,61054000,610,10000000,1151
3446,뽀짝뽀짝 <토심이> 봉제인형,캐릭터 · 굿즈,이모티콘으로 사랑받은 <토심이>가 인형으로 찾아왔어요.,15252000,610,2500000,528
3447,봉봉이와 바다 친구들 : 1+1 컬러링북,예술,스토리 컬러링북입니다. 한 권을 사시면 다른 한 권이 케냐 텐웩병원 친구들에게 전달됩니다.,610000,610,100000,39
3448,당신은 혼자가 아닙니다 #MeToo #WithYou,캐릭터 · 굿즈,"미투 캠페인의 일환으로, 성범죄 피해 여성들을 응원하고 지지하기 위한 프로젝트입니다.",7319000,609,1200000,638
3449,액션 웹툰의 동반자 조합형 백색 임팩트,웹툰 리소스,"액션 웹툰, 만화에 적용할 수 있는 조합형 백색 이펙트입니다.",6707000,609,1100000,210
3450,< 2018년 꽃길만 걸으시 개 > 자수 양말 & 타올,디자인,황금 개띠의 해 2018년을 맞이해 꽃과 개 디자인의 자수 타올/양말 세트를 선보입니다.,3047000,609,5003,49
3451,웹툰 스케치업 - 안경과 신발,웹툰 리소스,스케치업으로 웹툰 제작 시 사용될 안경과 신발을 만들었습니다.,6092000,609,10003,228
3452,사지 않고 입양하는 문화를 만드는 '포인핸드 매거진' 3호,출판,유기동물을 위한 후원 매거진 '포인핸드 매거진' 3호입니다.,24362271,609,40003,1138
3453,[유기견] 더 나은 라이프를 위해 라이프가 나서다,잡화,친구들의 시간은 너무 빨라요. 시간이 조금 천천히 흘렀으면 좋겠어요.,3045000,609,5000,43
3454,그것은 하나의 여행이었다_미국 횡단 캠핑여행,출판,"때로는 캠핑카로, 때로는 텐트만 들고 미국 40여 개 주를 여행한 로드트립 다이어리!",3045000,609,5000,69
3455,"말로 된 타로카드, 말로 - 오리지널 2차 에디션",출판,"말로 된 타로카드, 긴 여정을 끝내고 본래의 모습을 되찾다 [2차 에디션 프로젝트입니다]",9133000,608,1500000,327
3456,부드러운 '오버 셔츠'와 동절기용 '로브 하프코트',의류,부드럽게 몸에 감기는 소재의 웰메이드 셔츠와 동절기형으로 새롭게 돌아온 로브하프코트,3043000,608,5004,44
3457,"데일리아이템의 정석 ""실버 반지 kit"" 두번째 이야기",주얼리,데일리룩을 완성하는 베이직 실버반지를 선보입니다,608500,608,100000,31
3458,[!재오픈!] 2021 뮤지컬 <그럼에도 불구하고>,공연,"2021년 4월, 뮤지컬 <그럼에도 불구하고>가 다시 한 번 여러분을 찾아갑니다.",6081000,608,1000000,161
3459,[웹툰배경] 조선시대 최고의 기방 '풍화정',웹툰 리소스,조선시대 기방을 화려하면서도 사실적으로 묘사했습니다.,6077600,607,10012,93
3460,"자라라, 이야기의 씨앗!",출판,140자 소설집 [이야기다발] 종이책이 나올 수 있게 도와주세요!,4253000,607,700000,375
3461,감각적인 공간 연출을 위한 디자인 오브젝트,웹툰 리소스,감각있는 공간을 위한 여러 오브젝트와 적용 및 디자인 된 주거공간입니다.,6075000,607,10008,121
3462,보송보송 당신의 친구 <올망똘망 고양이 동전지갑>,잡화,차가운 바람이 불어오는 계절을 위한 따스하고 귀여운 고양이 동전지갑,12148000,607,20013,662
3463,우리의 페미니즘 폰케이스,잡화,우리의 페미니즘을 위한 폰케이스,1822000,607,3001,85
3464,"오늘도 얕은 잠을 자는 당신에게, 깊은 잠을 보내드릴게요",홈 · 리빙,한 손에 들어오는 '작은 조형 작품' 인센스 홀더 & 수공예 도자기 오브제 ,3034700,606,500000,39
3465,심리학 문구 브랜드의 신작! <노프라블럼> 일상 고민 패드,디자인 문구,심리학 문구 브랜드가 만든 당신의 모든 일상 고민을 해결할 <노프라블럼>패드,30335900,606,50059,820
3466,"도시생활자의 무해한 일상, 제로웨이스트 키트 '얼스박스'",잡화,일상의 플라스틱을 덜어내는 가장 간편한 방법! 제로웨이스트 일상용품 패키지 얼스박스입니다.,6066000,606,1000000,198
3467,고양이와 함께 하는 1년-2019 고양이 일러스트 달력,디자인 문구,행복한 고양이들의 그림이 들어간 2019 일러스트 달력입니다,6065000,606,1000000,228
3468,"크리스마스를 위한 가장 아름다운 선율, 캐롤 DIY 오르골",음악,"크리스마스와 겨울을 테마로 한, 어떤 곡이든 연주가능한 DIY 오르골과 펀칭된 악보입니다.",7277250,606,1200000,140
3469,천안대학교 민속학연구동아리 활동보고서 #벌명당산,보드게임 · TRPG,지역 민담으로 만든 스토리텔링 & 롤플레잉 게임!,9096000,606,15009,603
3470,슬기로운 스피치 생활,출판,도서출판 행복에너지에서 발간 예정 중인 책 '슬기로운 스피치 생활'을 소개합니다.,6061000,606,10001,62
3471,"신나고 신기한 고양이 마을 싕냥타운 이야기, <싕냥툰>",출판,"일상과 상상 그 사이의 이야기, 이보다 더 귀여울 수 없는 신기한 고양이들의 이야기!",18182000,606,3000000,732
3472,'재주' 담은 '제주' 굿즈,디자인,"일러스트레이터와 디자이너의 가지고싶은 제주굿즈 (금속뱃지, 모빌, 마스킹테이프, 스티커)",3636000,606,600000,153
3473,리플랫 기획전: 최지수 개인전,예술,서울 을지로의 전시공간 <리:-!플랫>에서 최지수 개인전을 진행합니다.,3029000,605,5006,150
3474,심플하면서 실용적인 디자인의 토트백,잡화,"""미니멀"", ""심플"", ""실용적"" 이 3가지 키워드를 생각하면서 이 상품을 준비하였습니다",6055500,605,1000000,311
3475,"초보 창작자에게 꼭 필요한 <그림책, 에세이 창작 워크북>",출판,초보 창작자를 위한 그림책과 에세이 단행본 핵심 기획 워크북,6054000,605,10006,431
3476,"시들지 않는 꽃을 담다, <조각꽃 네크리스>",주얼리,"꽃을 담은 플라워 네크리스, 당신의 꽃말은 무엇인가요?",6054000,605,10006,46
3477,"폭력을 지나치는 세 여성의 이야기, <동파>",출판,"이 책이 당신의 겨울을 녹여낼 순 없겠지만, 소설집 <동파>",3027000,605,5003,162
3478,"우주 속 작은 여행, 만화 <털복숭이와 보석>",웹툰 · 만화,털복숭이 외계인과 그의 보석에 관한 단편 만화,3328500,605,5501,133
3479,웹툰 배경 번화가 3종(A/ B / C모델) 스케치업 모델,웹툰 리소스,새롭게 업데이트 된 3 차 제작과정과 커뮤니티의 새로운 공지를 확인 해 주세요.^^,6050000,605,10000,66
3480,판타지 시리즈 - 영주의 저택,웹툰 리소스,호수 위에 지어진 영주의 저택을 제작해 보았습니다.,6050000,605,10000,121
3481,영원한 우리 땅 '독도'를 지켜주세요.,잡화,세계 모든 이들이 저 바다의 우뚝 선 검은 섬을 '독도'라 일컫도록 도와주세요.,1210000,605,200000,122
3482,옛날 우리의 이야기로 가족사랑을 선물하는 컬러링 동화책,출판,다음 세대 아이들에게 전해 주어야 할 옛날 우리의 이야기를 동화로 읽고 색칠하기,3024000,604,5006,53
3483,모던한 우리의 한벌옷 [모던한원피스+사방신크롭티],의류,여름셔츠의 느낌 그대로 한복의 원피스를 만들어 봅니다. 사방신크롭티도 함께해요!,6440000,604,10662,71
3484,"나의 스트릿 고양이 친구들, 와썹캣",캐릭터 · 굿즈,스트릿 출신 길고양이들을 친근하고 귀엽게 캐릭터화시켜 소개하며 그들과의 공존을 도모합니다,3020100,604,500000,174
3485,좋은생리대 알리기 프로젝트 - 바디앤코튼 기획전,홈 · 리빙,"차원이다른 순면생리대, 신개념 파우치형 생리대가 그날의 불편함을 해결해드립니다.♥",6030000,603,1000000,117
3486,"소중한 반려동물, 그 모습 그대로 맞춤제작 피규어",캐릭터 · 굿즈,"또 하나의 가족, 소중한 반려동물의 모습을 그대로 담은 특별한 맞춤제작 피규어입니다.",3014000,602,5006,20
3487,본질에 충실한 앞치마 'ist lab',의류,본질에 충실한 앞치마를 만드는 'ist lab' 입니다.,6028000,602,10013,76
3488,위스키와 초콜릿의 로맨틱한 만남(feat.위스키파베),푸드,최고급 다크초콜릿과 최고급 위스키의 콜라보레이션. 크리스마스에는 더 특별하게,6025000,602,1000000,124
3489,범인은 이 안에 있다! 크라임줌,보드게임 · TRPG,꼼꼼한 관찰력과 치밀한 추리력으로 사건의 진상을 밝혀내세요!,30120550,602,50034,676
3490,"센스를 배웠더니, 일머리가 돌아갑니다.",출판,"일머리를 높이고, 직장생활을 즐겁게 해줄 31가지 센스포인트를 알려드립니다.",6024001,602,10006,394
3491,"묘차가 만든 여름차! 백차 코디얼, 보이차 밀크티",푸드,여름을 위한 티 베리에이션! 묘차가 만든 백차&홍차 코디얼과 보이차 밀크티를 만나보세요.,6020000,602,10000,118
3492,"까칠한 나를 위한 맨투맨, 후드티셔츠",의류,까칠함을 숨기지마세요. 참으면 병된다자나요. 만천하에 알리고 다니세요. NOT TODAY~,4214000,602,7000,107
3493,형 나 불한당원이야 1주년 기념 트리뷰트 룸스프레이&에코백,잡화,1년을 감긴 사람들의 자축 및 자급자족 프로젝트.,9027000,601,15019,170
3494,마나캣의 밤거리 (웹툰 만화 배경 스케치업),웹툰 리소스,후보정에 많이 손대지 않아도 그 자체로 볼만한 야경을 묘사 구현하는 것을 목표로 합니다.,12035700,601,2000000,91
3495,"일상 어느 옷과도 잘 어울리는, '데일리-시티 스웻셔츠'",의류,"아침마다 별다른 걱정 없이 꺼내입을 수 있는, 그런 편한 옷이 될 수 있기를.",3008000,601,5004,78
3496,시간을 달리는 아이,출판,시간을 달리는 원기의 시간과 삶을 공유하기,18044000,601,3000000,495
3497,"평범했지만 평범하지않았던 여학생 유관순의 ""매듭보따리가방""",잡화,독립운동가이기 전 한명의 평범한 여학생이었던 유관순열사의 이야기를 담은 가방입니다.,18043000,601,30021,454
3498,(앵콜) 당신께 드리는 작은 선물 '일상의 트렌치코트',의류,가격 거품을 걷어낸 '일상의 트렌치코트' 입니다.,12027000,601,20011,203
3499,A NEW MUSICAL <LUNAR BAY>,공연,"코로나19 영향으로 3월 공연 연기 이후, 다시 돌아온 창작뮤지컬<LUNAR BAY>",2405000,601,400000,80
3500,요즘도시 트렌드 리포트 <뉴노멀시티>,출판,요즘도시 트렌드 리포트 <뉴노멀시티>_ 6개의 동사로 읽는 도시의 새로운 기준,13825333,601,2300000,421
3501,책으로 떠나는 세계여행 : 명화로 읽는 전염병의 세계사,출판,"한 권으로 읽는 전염병, 세계사 그리고 명화 : 인류를 위협한 4가지 전염병",1803000,601,300000,175
3502,"[인센스 DIY 키트] 명상과 치유의 향기, 마음으로 빚다",홈 · 리빙,"뿔향, 선향, 향환 3가지 인센스를 영상보며 뚝딱! 수첩과 엽서, 향케이스, 홀더까지 선물",3004900,600,5008,24
3503,전국투표전도 2020: 나의 선택을 돕는 국회선거 가이드,출판,"2020 총선거 투표에 참고할 국정 이슈, 정당 소개, 눈여겨볼 선거를 정리했습니다.",12016721,600,20027,504
3504,<EZ2AC : NIGHT TRAVELER> OST,음악,더 세련된 음악으로 돌아온 리듬게임「EZ2AC」시리즈의 앨범/차기작 펀딩,60071000,600,10000000,625
3505,[ MUSEUM SEOUL ] 한국 문화유산 큐레이팅,출판,<유물즈> 작가 김서울이 한국의 문화유산 이야기를 모으고 편집해 주 1회 보여드립니다.,2402100,600,400000,481
3506,타로 카드 설명서 by Goodie,출판,타로카드 한장 한장 그림을 읽어주는 구디의 타로카드 설명서 제작 프로젝트,1200468,600,2000,70
3507,고스트메신저 극장판 블루레이,영화 · 비디오,"이승과 저승의 경계에 선 존재들!!
<고스트 메신저-극장판> 블루레이 제작 프로젝트",60010000,600,10000000,728
3508,전문적인 냥이 지식을 쉽게 만화로 보여주는 '2020달력',디자인 문구,서울대학교 수의대생이 수의사님과 해외논문 서적을 바탕으로 그리는 쉽고 재밌는 고양이 세계,3000000,600,500000,161
3509,[유리멘탈 극복 프로젝트] 개복치로 살아남기,출판,[유리멘탈 극복 프로젝트] 개복치로 살아남기,5997000,599,1000000,282
3510,"데일리아이템의 정석 ""실버 귀걸이 kit"" 첫번째 이야기",주얼리,데일리룩을 완성하는 데일리 실버귀걸이를 선보입니다,599500,599,100000,47
3511,"[수제 도자기,유리빨대] 해양생물과 나, 모두를 위한 빨대",홈 · 리빙,플라스틱 쓰레기로 인해 고통 받는 해양생물을 위한 다회용 빨대 사용 장려 프로젝트입니다.,2996000,599,5001,123
3512,픽키의 계란말이와 홍대앞,푸드,픽키의 계란말이를 드시며 스트리트H 1년구독권과 팩토리리소그래피 원데이 클래스를 득템해 보세요 우정국,599000,599,100000,21
3513,세월의 흔적을 고스란히 간직한 시골마을,웹툰 리소스,세월의 묵은 흔적을 고스란히 담고 있는 시골마을을 소개합니다.,5985000,598,10008,171
3514,"Stand Oil, 지금 당신에게 가장 잘 어울리는.",잡화,"지금 당신에게 가장 잘 어울릴, Stand Oil 의 ""Round Mini Bag""",5983000,598,1000000,73
3515,웹툰 스케치업 - 장르불문 실속있는 소스모음,웹툰 리소스,웹툰 제작시 사용될 스케치업과 포토샵 소스를 만들었습니다.,2990000,598,5000,130
3516,"부모님께 올바른 건강을 선물할, 엄마아빠 건강 가이드 북",출판,"건강 관리가 중요한 지금, 가이드북을 참고하여 올바른 건강을 선물해보세요!",2015800,599,336400,312
3517,'고요하고 푸른 바다의 깊은 선율' 인어와 고래 향수.,향수 · 뷰티,"물의 기억, 저 깊고 고요한 바다에서 들려오는 인어와 고래의 노래를 담은 향수.",11944000,597,20006,187
3518,GRWM! 우리 같이 준비해요! <봄날의 마고자켓>,의류,60만원대 고급 정장원단에 한복의 단아함까지.. 6만원대(얼리버드) 마고자켓에 담아내다..,2986000,597,5001,39
3519,[그 마법사가 남기고 간 이야기] - 12월,웹툰 · 만화,[그 마법사가 남기고 간 이야기] 12월 후원 페이지 입니다!,597000,597,100000,33
3520,"시대를 초월한 상징, 아이코닉 워치 북",출판,"노틸러스, 로열 오크, 탱크, 모나코 등 시대를 초월한 아이코닉한 시계에 관한 책.",17899000,596,30031,369
3521,어두운 분위기에 어울리는 자연물 브러쉬,웹툰 리소스,"꽃, 잎, 자연물을 쉽게 그릴 수 있는 클립스튜디오 브러쉬입니다.",5966000,596,10010,205
3522,"내 손안의 정원, <My little Green>",홈 · 리빙,귀여운 도자기와 식물키트의 만남. 식물과 함께하는 첫걸음은 당신에게 작은 위로가 될거예요.,2982000,596,5003,69
3523,"일상에 컬러감과 미니멀함을 더할, 투웨이 백 & 파우치",잡화,"파우치, 크로스백, 클러치, 핸드백으로 다양하게 사용이 가능한 미니백을 선보입니다. ",2981000,596,500000,26
3524,색 감각을 키우는 컬러 가이드북,출판,"좋은 색을 빠르게, 아름답게, 자연스럽게 고르고 배치해내는 감각을 키울수 있어요.",5961000,596,10001,146
3525,어딘가 새로운 [크리스탈],주얼리,지겹도록 봐온 디자인은 잊어버리세요. 새로운 것을 전달 할게요. 저와 취향을 나눠요.,1788000,596,3000,44
3526,"커밍아웃 에세이 만화책 「있잖아,나」레즈비언이야!",웹툰 · 만화,"「있잖아,나」는 커밍아웃에 대한 작가 개인의 경험을 재구성한 여성퀴어 에세이집 입니다.",7146000,595,12010,348
3527,"가벼운 피부를 위한 첫걸음, 스트로베리 가든 올인원 크림",향수 · 뷰티,[마스크 속 산뜻한 피부] 논산 딸기줄기를 활용해 만든 흡수빠른 기능성 올인원 크림,5954500,595,10007,218
