index,title,category,current_funding_amount,percentage,target_funding_amount,supporter,description,result,title_len,intro_len
1693,[스케치업 웹툰 배경] 바다가 보이는 카페,웹툰 리소스,4950260,1237,4001,262,한적한 곳에 위치한 바다뷰의 루프탑 카페와 주변 풍경을 제작하고 있습니다.,1,24,42.0
1694,경성스캔들 – 평화와 폐허,웹툰 리소스,12357000,1235,10005,149,1910년~1950년 근대 경성시내와 한국식 정원이 있는 한옥을 배경으로 제작하였습니다.,1,15,50.0
1695,핑케치업 말풍선창고,웹툰 리소스,3705000,1235,300000,251,클립스튜디오용 말풍선 약 60종!,1,11,19.0
1696,"동양풍 환상세계를 구현하다, <동양판타지/무협 맵 브러쉬>",웹툰 리소스,12345000,1234,1000000,422,동양판타지/무협 세계관을 편하게 만들 수 있게 도와주는 동양풍 판타지 지도 브러쉬 프로젝트,1,33,51.0
1697,웹툰&일러스트 작품을 위한 꽃 브러쉬,웹툰 리소스,6165000,1233,5000,239,웹툰&일러스트에 쉽고 퀄리티있게 사용 가능한 꽃브러쉬입니다.,1,21,34.0
1698,스케치업 웹툰 배경 - 중세저택 내부,웹툰 리소스,12320000,1232,10000,224,판타지 혹은 중세 시대를 배경으로 사용 가능한 저택 내부를 제작해 봤습니다.,1,21,43.0
1699,"방구석에서 즐기는 좀비스릴러 방탈출, 좀비런 키트!",보드게임 · TRPG,24583500,1229,20002,744,"방구석 좀비런 키트는 실감나는 증거물,웹,인스타로 즐기는 좀비스릴러 추리게임 박스입니다.",1,29,50.0
1700,프랑스 음식 철학을 담아 정성껏 준비한 비건 베이커리,푸드,12291120,1229,1000000,322,"프랑스의 식문화를 담은 특별한 미각 체험, 채식한끼 베이커리",1,30,34.0
1701,"약사가 피로 회복하는 방법 ""이온"", 피로와 이온하세요",푸드,12284400,1228,1000000,216,이온팀은 언제 어디서나 쉽고 간편하게 먹을 수 있는 에너지밸런스를 목표로 기획했습니다.,1,31,49.0
1702,[유기견]아이오펫& 해피니스 유기견 의료지원 프로젝트!,캐릭터 · 굿즈,3684500,1228,300000,300,유기동물 의료지원을 위한 IoPET(아이오펫) 서포터즈들의 심쿵 프로젝트!,1,31,42.0
1703,당신의 꿀잠을 위해 태어난 [슬리퍼],캐릭터 · 굿즈,14737000,1228,1200000,379,잠순이들을 위한 '꿀잠인형' 슬리퍼! 당신의 꿀잠을 책임질 쿠션담요 & 디퓨져인형 입니다.,1,21,51.0
1704,"월간커피, 과즙 가득 리치 맛의 새콤달콤 콜드브루 커피",푸드,6136000,1227,5000,360,'월간커피'라는 이름으로 매달 새로운 싱글 오리진 콜드브루 커피를 한정수량으로 선보입니다.,1,31,51.0
1705,불꽃심장 10주년 및 은퇴 앨범,음악,36815500,1227,30004,679,피아노 음악 작곡가 불꽃심장의 10주년 기념 앨범이자 은퇴 앨범 펀딩 입니다.,1,18,44.0
1706,나는 익명이고 너를 조아해! 힐링아이콘 익명이 다이어리,디자인 문구,12263503,1226,1000000,543,"매일의 계획, 생각, 일상을 담을 수 있는 익명이 다이어리를 만들고 싶었습니다.",1,31,45.0
1707,전공서적보다 유익한 페미니즘 [더오우너 vol.1],출판,4291000,1226,3500,112,더오우너가 페미니즘 그래픽 작업을 업로드 한 1년 8개월의 기록을 모았습니다.,1,29,44.0
1708,하루 6블럭이면 시간관리 끝! 2021 블럭식스 플래너,디자인 문구,6124900,1224,500000,160,심플할수록 중요한 것이 보이죠. 하루 6블럭이면 충분해요. 블럭식스 강의와 플래너 입니다.,1,31,51.0
1709,[커먼어스] 적어도 131번은 쓸 스퀘어백,잡화,6123900,1224,500000,162,"한두번 사용 하는 에코백이 아닌, 실용적이고 오래 사용할 수 있는 에코백을 만듭니다.",1,24,48.0
1710,헬페미게이머들을 위한 전국디바협회의 굿즈 제작,디지털 게임,42838958,1223,35027,964,게임내 여혐과 성차별에 반대하는 전국디바협회가 페미게이머들을 위해 굿즈를 제작합니다.,1,26,48.0
1711,봄을 마셔요 <무카페인 꽃차 샘플러 ver.3>,푸드,12230800,1223,1000000,369,"봄을 맞이하는 아름다운 방법, 카페인이 없는 꽃차 샘플러, 9종의 꽃차를 한번에 맛보세요!",1,27,51.0
1712,"클립처럼 끼우는 귀걸이, 이어 클라이머",주얼리,12228000,1222,10006,281,"이어클라이머는 클립처럼 귓불에 끼워 고정하는 귀걸이로,클러치가 필요없어서 염증걱정도 없어요",1,22,51.0
1713,"돌아온 곱창밴드, 지구를 구하러 왔다!",잡화,6113500,1222,5002,373,버려진 양말목의 따뜻한 변신: 사계절을 담은 곱창밴드,1,22,30.0
1714,"올라가는 엔딩크레딧 위, 별처럼 쏟아지는 우리의 이야기",출판,611234,1222,50000,62,대학생 영화잡지동아리 '엔딩크레딧'의 창간호 <<청춘>>입니다.,1,31,36.0
1715,나는 이모티콘으로 투잡한다,출판,24430444,1221,2000000,624,대학생 이모티콘 작가 정한나의 [나는 이모티콘으로 투잡한다] 출간 프로젝트입니다.,1,15,46.0
1716,'한복을 담은 실크 에코백',잡화,12211000,1221,10000,105,사라져 가는 을지로의 한복쟁이들과 함께 한복 빛깔을 가방에 담아보았어요.,1,16,41.0
1717,"서울을 담은 2세대 데일리백, 서울리즘",잡화,12200300,1220,10000,309,"수납은 기본, 디자인 스트랩 포인트까지! 감각적인 2세대 데일리백을 만나보세요",1,22,44.0
1718,인생을 닮은 전통 매듭 팔찌와 DIY 키트,잡화,18300000,1220,1500000,802,전통 매듭 이수자 박형민 장인과 함께한 전통 매듭 팔찌와 전통 매듭 팔찌 DIY 키트,1,24,48.0
1719,연출을 위한 경찰서,웹툰 리소스,12185000,1218,10004,348,연출은 물론 경찰서 자체를 배경으로 진행되는 웹툰에서도 사용 가능한 경찰서입니다.,1,11,46.0
1720,"빛, 그리고 꽃을 좋아하는 당신에게.",홈 · 리빙,12184400,1218,1000000,177,"Blossom lamp, 꽃을 꽂아 빛을 밝히는 테이블 조명입니다.",1,21,38.0
1721,티라우스 저고리와 푸른바다 인견 허리치마,의류,12184000,1218,10003,102,더위를 씹어먹을 한복계의 공룡이 나타났다! 티라우스 저고리 + 인견 푸른바다 K랩 허리치마,1,23,51.0
1722,판을 확 뒤집은 여성 예술가들과의 인터뷰 <예술가의 초상>,출판,12181000,1218,1000000,241,틀을 깨고 경계를 허문 위대한 여성 예술가 25인의 인터뷰집을 번역출간하는 프로젝트입니다.,1,33,51.0
1723,"노브라로 입는 편하고 예쁜 홈웨어, 프리찌 [S/S시즌]",의류,28734600,1217,23611,375,"노브라로 입는 편하고 예쁜 홈웨어, [프리찌]입니다. ",1,32,31.0
1724,[이런저런 잡화점] 리본이 어울리는 블라우스 + 리본SET,의류,12175000,1217,10004,380,리본이 어울리는 블라우스 + 리본SET,1,33,22.0
1725,풍년 바질 맛있게 소진하기,푸드,2434000,1217,2000,66,옥상을 가득 매운 바질 건강할 때 모두 수확하기 프로젝트 ,1,15,33.0
1726,샤를 보들레르 탄생 200주년 초판본시집 <악의 꽃> 출간,출판,6079700,1215,5003,386,"샤를 보들레르 초판본 시집 악의 꽃, 보들레르와 마티스의 콜라보 악의 꽃 출간 기념",1,33,47.0
1727,섬세하고 탐스러운 꽃 리본 열매 브러쉬 소재,웹툰 리소스,12159000,1215,1000000,350,작가님들을 위한 탐스럽고 섬세한 꽃 브러쉬를 준비중입니다,1,25,32.0
1728,"단,4g 깃털처럼 가벼운 안경 [플루매직 패킹 vol.1]",잡화,6069000,1213,5003,75,독일의 정말 가벼운 안경을 후원자 분들에게 제공하고자 준비하였습니다.,1,33,39.0
1729,밋밋한 머리에 화사함을 얹어 줄 화관 및 머리장식 브러쉬!,웹툰 리소스,6068000,1213,5002,268,"다양한 디자인의 머리장식 브러쉬와, 화관 브러쉬를 소개합니다!",1,33,35.0
1730,[새해선물세트]달빛내린 풍경을 마시는 달빛술잔&접시세트,홈 · 리빙,15770500,1213,1300000,299,"겨울밤, 달빛을 담은 술잔 그리고 접시와 함께 운치있는 술자리를 즐겨보세요-",1,31,43.0
1731,따뜻한 손과 마음으로 유기동물에게 사랑을 전하세요,잡화,12130500,1213,1000000,532,"장갑과 목도리로 마음을 따뜻하게 하여, 유기 동물들에게 사랑을 전해주세요!!",1,28,43.0
1732,"건강과 맛, 한식대가의 전통디저트! <큰나무집 궁중식혜>",푸드,2425300,1212,2001,57,30년 전통 큰나무집 궁중식혜! 사랑하는 나의 가족들이 안심하고 먹을 수 있게 만들었습니다,1,32,51.0
1733,"내 마음을 접었다 폈다, '플라워 카드'",디자인 문구,6061210,1212,500000,215,"꽃이 활짝 펼쳐질때, 사랑하는 사람에게 마음이 전달되도록 구조화하여 제작했습니다.",1,23,46.0
1734,<유섬> 알록달록 초상화,예술,2424003,1212,200000,124,오일파스텔과 수채화로 그리는 알록달록 초상화입니다. 스티커와 메모지도 함께 드립니다.,1,14,48.0
1735,DMZ청정지역에서 자란 목련꽃차로 여러분의 건강채워보세요.,푸드,6059000,1211,5003,191,최대 3~4번까지 우려 마실 수 있는 청정지역에서 자란 목련꽃잎차를 카페인 대신 즐겨보세요,1,33,51.0
1736,<나도 몰라서 공부하는 페미니즘> 정식 단행본 출간,출판,24228000,1211,2000000,1295,‘나도 몰라서 공부하는 페미니즘: #페미툰’이 단행본으로 정식 출간하게 되었습니다.,1,29,47.0
1737,성우 유닛 '동네 오빠'의 음반 제작,음악,60465111,1209,5000000,1024,우리 동네에도 이런 오빠 한 명쯤은 있을걸?! 인기 성우 6인의 오리지널 음반 제작 프로젝트!! ,1,21,55.0
1738,삿된 것을 물리는 힘. 사인검 악세서리,잡화,7249500,1208,6001,288,"한국의 명검인 사인참사검의 진언문과 별자리를 반지와 팔찌, 키링, 펜대에 적용했습니다.",1,22,49.0
1739,[웹툰]번화가 도시풍경 (지하차도)_스케치업,웹툰 리소스,12076000,1207,10004,175,지하차도가 있는 번화가 도시 배경입니다.,1,25,23.0
1740,(투닥토닥 판타지) 스케치업 프로젝트 No.20_마왕성,웹툰 리소스,12048000,1204,1000000,251,안녕하세요. 그래픽 디자인팀 투닥토닥입니다 :),1,31,27.0
1741,"누구도 말하지 않은 진실, 『누가 노무현을 죽였나』",출판,36100000,1203,30008,1508,노무현 전 대통령을 죽음에 이르게 한 그 진실을 파헤친다. “누가 노무현을 죽였나”,1,29,47.0
1742,자유로운 구동이 가능한 천사&악마날개를 소개합니다,웹툰 리소스,12030000,1203,10000,70,날개를 펼칠 수 있는 천사와 악마를 주제로한 클립스튜디오용 프로젝트입니다.,1,28,42.0
1743,"당신의 마음에서 피어난 꽃, 전포롱의 <꽃의 이름으로>화집",예술,36090000,1203,30000,798,당신의 마음에서 피어난 꽃의 얼굴들을 그리고 책의 형태로 엮은 <꽃의 이름으로>화집입니다.,1,33,51.0
1744,양갓집 규수의 인싸가방 아씨복백 - 玄(블랙에디션),잡화,8418000,1202,7003,61,가죽공예와 전통매듭을 조합해 만든 전통적인 느낌을 담은 현대적인 데일리백,1,29,41.0
1745,작은여우 <레레 인형>과 <모닝빵 카드지갑>,캐릭터 · 굿즈,42123300,1203,3500000,970,꿈꾸는 베이커리를 운영하는 작은여우 레레 인형과 꿈꾸는 빵을 카드지갑 파우치로 만들었습니다,1,25,51.0
1746,[굿즈] 바다 건너 우리를 살게하는 저마다의 방법 2,출판,6010000,1202,5000,147,뉴욕 파리 런던 서울 | 나의 상처를 치유하는 나만의 방법에 대한 모두의 이야기.,1,30,46.0
1747,"테스토스테론을 감지해 사냥하는 인어, 《혈누인어》",웹툰 · 만화,2403000,1201,2000,335,혈누인어는 왜 남자만 골라 죽일까? 이들을 집중 취재한 모큐멘터리 단편 만화 프로젝트.,1,28,49.0
1748,"판타지 마법진 이펙트 3D소재(웹툰, 일러스트)",웹툰 리소스,11985000,1198,1000000,301,클립스튜디오에서 사용할 수 있는 판타지 마법진 소재입니다.,1,27,33.0
1749,[스케치업 웹툰배경] 명품브랜드샵,웹툰 리소스,11981000,1198,10000,186,"옷, 가방, 악세서리 등이 진열되어있는 럭셔리 패션브랜드 매장 내부와 거리",1,19,42.0
1750,대한민국 문화유산 보드게임 <코리아마블 유네스코 편>,보드게임 · TRPG,1198000,1198,1000,36,대한민국의 소중한 문화유산을 배우고 지키는 <코리아마블 유네스코편>,1,30,38.0
1751,[프로 일잘러 치트템] 인쇄 디자이너를 위한 마스킹테이프,디자인,5965000,1193,500000,244,디자이너들이 실무에서 많이 쓰는 인쇄 관련 꿀팁을 담은 마스킹 테이프 4종구성입니다 :D,1,32,50.0
1752,"페미니즘 :: 결혼반지 대신 ,비혼반지 어떠세요?",주얼리,8370069,1195,700000,539,BB탄을 결심한 여성들에게 건네는 비혼반지.,1,28,25.0
1753,네이버웹툰 <냐한남자> 춘배 인형&키링 냥줍해주시오!,웹툰 · 만화,179165000,1194,15000000,5862,낭자! 춘배가 인형과 키링이되어 돌아왔오! 나를 냥줍하지 않겠소? 너무 귀엽다오!,1,30,46.0
1754,"4월, 지금 우리가 계절을 살아가는 방법",푸드,5972000,1194,5001,223,농원과 저장고의 재료로 만든 인시즌의 레시피 중에서 당신만의 계절 테이블을 쉽게 만들어보자,1,23,51.0
1755,"해중득화, 바다 가운데서 꽃을 얻다. 나전칠기 귀걸이&키링",잡화,5967200,1193,500000,141,"디아노이테의 나전사 프로젝트, 한국 고유의 전통 공예 나전칠기를 담은 귀걸이와 키링",1,33,47.0
1756,낭만적인 칵테일 상식을 소개하는 칵테일도감 THE MOON,출판,17899300,1193,15003,891,지친 당신을 위해 준비한 종합 칵테일 자료집.,1,33,26.0
1757,유어케이크 드로잉메모지,디자인 문구,346000,1193,290,95,"축하할 일이 있을 때 귀여운 케이크를 그려 선물해보세요, 유어케이크 드로잉메모지",1,13,45.0
1758,위글위글 스마일위러브 플랫폼슬리퍼,잡화,35767200,1192,30006,1004,유니크한 디자인과 편안한 착화감을 갖춘 오직 위글위글에서만 만나볼 수 있는 슬리퍼,1,19,46.0
1759,"비혼 여성을 위한 Q&A 다이어리, 'B행일기'",디자인 문구,17875400,1191,15008,581,"287개의 질문, 72개의 정보로 365일을 가득 채운 비혼 여성 맞춤형 다이어리입니다.",1,27,50.0
1760,새로운 아티장 치즈와 샤퀴테리로 돌아온 치즈플로,푸드,11908000,1190,1000000,120,"셰프들이 제대로 만드는 유럽의 장맛, 치즈플로의 아티장 델리와 함께 연말파티 어떠세요?",1,27,49.0
1761,[스케치업 웹툰배경] 무협 사극 판타지배경,웹툰 리소스,11900000,1190,10000,175,[스케치업 웹툰배경] 무협 사극 배경,1,24,21.0
1762,웹툰 스케치업 판타지 마을,웹툰 리소스,11895000,1189,1000000,219,평화로운 작은 판티지 마을입니다.,1,15,19.0
1763,유령이 숨어있는 오싹한 디저트볼과 아포카토용 콜드브루 세트,홈 · 리빙,5946400,1189,500000,172,도자브랜드 INSOIL x 커피브랜드 BREWS BROTHERS 가 함께한 한여름 프로젝트,1,33,51.0
1764,"동양의 마법적 상상력, 도술사전",출판,35649500,1188,30007,2205,"동양인들이 상상한 초인적 능력, 도술을 정리하고 소개합니다. 자료집이자 교양서입니다.",1,18,48.0
1765,"추운 겨울, 니트위 따스함을 안겨줄 담수진주 목걸이",주얼리,3327000,1188,2800,109,[Silver925] 14k plating freshwater pearl(담수진주) 목걸이,1,29,51.0
1766,“독립적인 여성들을 위한” 비주얼 공구 가이드북,출판,23759000,1187,2000000,685,혼자 사는 데 든든하다. 누군가의 도움 없이 나 혼자 고친다. 참 쉬운 비주얼 공구 사용법,1,27,51.0
1767,"육질은 부드럽게, 풍미는 진하게! 와즈나보이의 숙성스테이크",푸드,11864000,1186,10003,187,숙성 스테이크를 합리적인 가격으로 제공하기 위한 와즈나보이의 두번째 스테이크 프로젝트,1,33,48.0
1768,원하는 결의 머리카락이 쉽게 그려지는 브러시,웹툰 리소스,5923000,1184,5002,225,입체적인 느낌도 OK! 펜처럼 원하는 방향으로 쉽게 그릴 수 있는 헤어브러시와 하일라이트!,1,25,51.0
1769,끈 하나로 3가지 가방을? T.P.O를 맞추는 센스!!,잡화,5920000,1184,5000,139,"가방도 T.P.O에 따라 달라져야 합니다. 시간, 장소, 상황에 따라 변하는 트랜스포머백",1,31,50.0
