,title,current_funding_amount,percentage,target_funding_amount,supporter
3964,어디에나 활용하기 좋은 웹툰&일러스트 패턴 소재,5328000,532,1000000,301명
3965,마음대로 골라 쓰는 세상에 하나뿐인 아이패드 플래너,1065500,532,2002,125명
3966,애뽈의 2020 숲소녀 다이어리&달력,26636400,532,50068,676명
3967,일상 속 소소한 페미니즘 더하기 : 뱃지와 양말,2663000,532,5005,214명
3968,바트가 찾아온 전국 유일 무농약 칸탈로프멜론,2662000,532,500000,51명
3969,사로잡다. 역사와 스티커가 만났다.,5320600,532,10001,50명
3970,청년작가를 응원합니다. 웹툰 배경 참여형 프로젝트 !-학교,5320000,532,1000000,152명
3971,진주모티브 귀걸이,266000,532,50000,25명
3972,트릭과 괴인 한글판 - 나무 케이스 한정판,2658500,531,5006,139명
3973,[앵콜] 잠 못 이루는 엄마를 위한 숙면베개 <깊은잠공방>,5314140,531,1000000,160명
3974,당신의 숲은 가까이,1071000,531,2016,50명
3975,피넛(땅콩) 어쿠스틱/일렉 우쿨렐레 2019년 버전,15935000,531,3000000,165명
3976,수정구에서 사는 여우의 소망 <수정여우뱃지>,4514500,531,850000,311명
3977,여성과 일에 대한 진심어린 대화 <롤모델보다 레퍼런스>,10621000,531,20001,345명
3978,사랑에 빠진 여우 이야기 : 돌체토비노 그리고 픽폴블랑비노,2653000,530,5005,55명
3979,"가족의 마음, 아이들에게 따뜻한 연말을 선물해줄 양털모자",5303000,530,10005,149명
3980,"YOUR BABY, 난 그 타이틀 필요 없어요",5302777,530,10005,132명
3981,폐탄광과 숲속길,2651000,530,5001,139명
3982,"성별 이분법에 저항하는 그림책, '망망아 뭐 그려?'",3180000,530,600000,144명
3983,"손목 위의 아름다움, 진주팔찌",530000,530,1000,29명
3984,"하루의 끝, 위스키 - 쉽고 재미있는 위스키 이야기",10596500,529,20031,415명
3985,비혼여성들이 만드는 잡지 <Magazine 批> vol.3,5298000,529,10015,236명
3986,"'계절의 꽃'을 담아낸, <꽃내음 엽서 & 디퓨저>",2648760,529,5007,33명
3987,"텀블러,머그컵을 가장 손쉽게 세척하는 방법, '발포클리너'",2648300,529,500000,88명
3988,"사랑하는 만큼 행동하고 싶다면, 제4회 카라동물영화제 굿즈",10593003,529,2000000,282명
3989,흐르는 시간과 멈추고 싶은 순간의 기록. flowmory,2646400,529,5002,87명
3990,천상도 속 이야기 '삼원과 28수' 악세서리,2645500,529,5000,75명
3991,활자모—세로쓰기 전용 서체 •나리운•,15870000,529,3000000,215명
3992,17년차 안경바보가 만든 블루라이트 차단 안경,4232000,529,8000,105명
3993,남씨 작가와 함께하는 <탱고와 누렁> 모찌인형,15862600,528,30042,401명
3994,"스케치업 웹툰 배경 ""중세 고딕""",5285000,528,10009,302명
3995,소소하게 수집하는 가장 작은 그림 <아니누보 그림 엽서>,1057000,528,2001,38명
3996,인도 찬드라반 아이들에게 함께 놀이터를 지어주세요!,5284000,528,1000000,83명
3997,캐릭터들의 든든한 한 끼를 책임진다! <한식 브러쉬>,5281300,528,10002,135명
3998,Dawn of FATE:운명의 새벽(TRPG Rule Book),10561020,528,2000000,189명
3999,대구퀴어문화축제 'Queerful Daegu' 페스티벌굿즈,15831000,527,3000000,453명
4000,애뽈의 2022 숲소녀 다이어리&달력,26484400,529,50065,596명
4001,"포근함과 편안함을 모두 갖춘, 기모팬츠 / 후드모자",3693500,527,7008,129명
4002,"""너의 화를 흡수 해줄게"" 어티 뿔까망",2638000,527,500000,94명
4003,[길고양이] 장애묘에게 더 넓은 세상을 보여주세요,10549298,527,2000000,637명
4004,대한민국 넷페미사 - 우리에게도 빛과 그늘의 역사가 있다,10548000,527,20015,674명
4005,당신의 데일리 무선충전백 <오드아이 숄더백&비즈니스백>,26360000,527,5000000,199명
4006,<엔니오모리꼬네> 영화 시네마 천국 스틸사진이 LP판에 ?,10542400,527,2000000,161명
4007,<우리의 꿈은 '등단'이 아니다> 백인경 첫 시집,2635500,527,500000,164명
4008,"가끔은, 게으른 집사여도 괜찮은 [장냥감]",15811289,527,30002,404명
4009,"줄, 펜던트 내 마음대로 바꾸는 목걸이",1054000,527,200000,33명
4010,"눈물의 위로, Comfort with tears 눈물맨투맨",5270000,527,10000,100명
4011,"[뱃지]생선가게 지키는 고양이 은갈치, 이녀석은 고등어태비",5269000,526,10017,244명
4012,세상에서 하나뿐인 아프리카 모자 : 아트캡,5267000,526,10013,57명
4013,여성들을 위한 여성들에 의한 클래식 연주회 'AXXENT',6319000,526,1200000,184명
4014,"도구와 손 포즈_웹툰, 일러스트(클립스튜디오, 스케치업)",5265000,526,10009,135명
4015,"커리어 고민은, 점집 대신 '커리어텔러'",1053000,526,2001,42명
4016,"웹툰 스케치업 배경 ""편의점""",10530000,526,20019,351명
4017,태양계 뱃지 시리즈. 새로운 뱃지의 장르를 엽니다.,26318500,526,5000000,"1,094명"
4018,아직도 불편한 브라 입고 출근해? 패드 없는'노브라 셔츠',7892800,526,15005,105명
4019,"몰타의 모든것, 몽땅몰타",5261333,526,1000000,170명
4020,승무원을 꿈꾸는 그대에게 아름다운 하늘을 선물합니다,2630000,526,5000,61명
4021,"우리에게도 이름을 불러주세요, WEACT 2021년 달력",10519000,525,2000000,444명
4022,신예밴드 poppies의 열중하는 마음을 포착한 만화책!,10514800,525,20028,576명
4023,페미니스트명언 티셔츠 Fish Without bicycle,2628100,525,5005,143명
4024,"[파퓸드블랑] 새하얀 순백의 향기, 머스키 블랑",2664000,532,5007,64명
4025,이상한 레시피 <사마엘의 케이크>,28901500,525,5500000,575명
4026,"""귀여운 황제펭귄"" 페페리코 랜덤 피규어 Vol 1,2,3",15763100,525,30024,286명
4027,모 아니면 도!! 다가오는 설날을 위한 윷놀이 세트 '늇',5252000,525,10003,123명
4028,수리노을 달력 & 포토 다이어리,68264470,525,13000000,"2,443명"
4029,사육곰에게 더 나은 삶을! 곰 보금자리,15753000,525,3000000,727명
4030,웹툰 스케치업 배경 - 주택 2차 업데이트,10500000,525,20000,105명
4031,노정이 쓰고 드로잉메리가 그린 소설 <달콤한 밤 되세요>,10496000,524,20030,277명
4032,무알콜 비건 향수[세상에 없던 상큼한 자몽에이드 향수],5245200,524,10009,155명
4033,99편의 초기 공포영화 장치를 소개하는 책<기믹스: 레드>,7867000,524,15013,517명
4034,태양아래 빛나는 것들: 사진집 <Under the Sun>,7342333,524,14012,316명
4035,"[앵콜] 배경 컬러와 박 후가공의 만남 ""컬러 포일 컬러""",26219100,524,50036,512명
4036,"행운을 사는 마녀 푸엘라의 이야기, <깨어난 마녀>",7864500,524,15008,225명
4037,오로라는 어떤 맛일까? <오로라 & 위키드 루이보스>,10484000,524,20007,316명
4038,"박 후가공과 배경색의 조합, <컬러 포일 컬러> 개정판",28824000,524,55007,591명
4039,여성폭력생존자를 응원합니다. '페미니즘 에코백',13101000,524,2500000,669명
4040,다양한 각도의 날개 30종_클립스튜디오 벡터 레이어,5240000,524,10000,178명
4041,"'윌벤져스' 첫 굿즈! [윌리엄, 벤틀리 인형]",52386000,523,100164,800명
4042,청년 커뮤니티 매거진 <난춘> 창간호 '풋사과',2619222,523,500000,77명
4043,"""당신의 바다는 어떤 모습인가요?""- 바다를 담은 악세서리",5238252,523,10015,72명
4044,[3차앵콜] 인생존맛 돼지특수부위와 훈연삼겹,5234400,523,1000000,205명
4045,<따뜻한 휴일 풍경을 기록한 YOSIGO의 사진들>,15703000,523,3000000,580명
4046,"고양이, 봄을 입다",1570000,523,3001,72명
4047,"이웃을 사랑하라, 성소수자는 빼고?! 갓퀴어, 유니콘 뱃지",5232500,523,1000000,368명
4048,[책만들기 70종 키트] 인디자인 1:1 원데이클래스,1725000,522,330000,24명
4049,"가라앉는 이를 밀어올리는, <파력>",31356300,522,60069,837명
4050,웹툰을 위한 TV방송화면,1567400,522,300000,103명
4051,"바다와 플라스틱의 이야기, <반짝이는 것>",3134000,522,600000,103명
4052,국민 댄스게임! <펌프잇업>의 첫번째 굿즈 세트,15665200,522,3000000,354명
4053,한 번은 해 볼만한 간단하고 쉬운 '건축 스케치',1566000,522,300000,307명
4054,'오랫동안 입혀질' 슬릿 셔츠,522000,522,1000,9명
4055,베이비박스 : 세상에서 가장 무거운 박스,1565600,521,300000,170명
4056,여행이요? 저는 편의점으로 떠났습니다-도쿄편의점여행,2609000,521,500000,169명
4057,열여섯번째 시간기록장을 만듭니다.,15645000,521,3000000,418명
4058,향기 유목민을 위한 종결템<세상에 없던 장미향>,3649800,521,7005,197명
4059,콜미바이유어네임 <That Summer of Winter>,6255000,521,1200000,231명
4060,"웹툰 음식소스 종합세트 1탄 (한식, 분식, 안주, 양식)",5212000,521,10003,58명
4061,"2018년 1월, 당신의 홈카페가 열립니다.",1563500,521,3000,65명
4062,"[앵콜] 잠 못드는 당신을 위한 최고의 베개, '마시필로'",15618200,520,3000000,132명
4063,Running Time 30 _ 생명을 구하는 시간,31230500,520,60058,"1,037명"
4064,프리즘오브 15호 <중경삼림> 발간,20818000,520,40034,"1,023명"
4065,언제든지 마셔요. 페레쿠논 <마법 양탄자 위의 고양이>,2602000,520,500000,80명
4066,에비츄를 품은 '고양이츄',18211000,520,35021,463명
4067,건축자재로 만든 여행자를 위한 신발,5200400,520,10000,74명
4068,"하루 20분씩, 엄마와 함께하는 초딩들의 돈 공부!",5199650,519,10018,261명
4069,네이버웹툰 <독립일기> 상큼발랄 케이스세트로 돌아온 바보개,51991000,519,10000000,"2,089명"
4070,한국사람들도 잘 모르는 한국계 귀신고래의 이야기,5199000,519,1000000,131명
4071,"여름을 함께할 아르카나 보틀, 뱃지, 파우치",10393500,519,20026,509명
4072,꽃의 여신이 선물한 영롱한 빛의 4캐럿 시뮬럿 다이아몬드,5196000,519,10011,31명
4073,꼭 알아야 하는 [12명의 여성 위인전],15584000,519,3000000,753명
4074,기모 니트 밴딩스커트로 꽉 잡은 따뜻함! 편안함은 덤으로!,2595000,519,5000,67명
4075,비혼 여성들이 만드는 비혼 잡지 <Magazine 批>,5190000,519,10000,171명
4076,신선한 봄 향기 당신께 드려요 '생활향수',5189000,518,10017,109명
4077,52인의 탐정들을 만나다. <세계 탐정 사전>,7782500,518,1500000,296명
4078,미식가의 필독서 <미식 잡학 사전> 2쇄 기념 앵콜전!,10375000,518,20028,160명
4079,[앵콜전] 본격 고양이 발도장 남기기!! 넌 내꺼다냥,2593000,518,500000,82명
4080,도우도우 & 모우모우 모찌인형,51849611,518,10000000,"1,841명"
4081,'그대로도 아름답게' 순수한 기록 (프로필 사진),5184000,518,1000000,68명
4082,알록달록 수제 초콜릿,1555000,518,3001,55명
4083,"따스한 봄날, 포근하고 은은하게 < 샴푸향 향수 >",5182390,518,10004,78명
4084,"아기자기하고 실용적인 웹툰, 일러스트용 보석 장식 소재",5181000,518,10001,153명
4085,[피카타임 하세요♥️] 골든에그 ‘휘낭시에’ 세트,1554000,518,3000,45명
4086,"천연가죽 100% 카드지갑,명함지갑,반지갑기능을 하나로~~",1552500,517,300000,133명
4087,"""치앙마이가 옵니다"" 전시&토크 콘서트",1035000,517,2001,47명
4088,누구나 쉽게 타로를 볼 수 있는 '별 타로',77620400,517,150136,"1,085명"
4089,20%가 단백질로 이루어진 신개념 그래놀라,15494500,516,30028,415명
4090,당신의 마음을 치유하는 6가지 향기,5161000,516,10001,86명
4091,"젠더 뉴트럴 드레스퍼퓸, 나를 완성시키는 섬유향수",5160000,516,10000,75명
4092,"2020년을 찾아온 나혜석 선생님, <구구문고>",5107820,515,9918,435명
4093,온 가족이 좋아하는 양갱 종합 선물 세트!,5158000,515,10015,114명
4094,로맨스 판타지 장르를 위한 * 아르누보풍 말풍선 프레임,5156000,515,10011,180명
4095,"[버티컬 퀼티드 패딩] 가볍고, 귀엽게 입는 아우터",2578000,515,5005,18명
4096,출판사에서 직접 만든 <독립출판 가이드북>,6698000,515,13005,441명
4097,네모난 동물들의 작은 이야기 <픽코의 동물친구들>,10304500,515,20008,207명
4098,웹툰을 더욱 빛내줄 소재 : 하늘과 구름,5150000,515,1000000,103명
4099,<천관사복> 우리말 더빙 한정판 DVD 패키지,257468713,514,500911,"2,089명"
4100,내일은 비가 오지 않게 해주세요! <맑음이와 용산>금속뱃지,1287000,514,250000,93명
4101,아내폭력 생존자 수기집 <그 일은 전혀 사소하지 않습니다>,7718000,514,15015,295명
4102,"일상에 더하는 고운 생기, [화수목금] 화병과 침봉",5145000,514,10009,100명
4103,제주종이가게[맑은 날 제주]엽서책+굿즈,5145000,514,10009,140명
4104,일상 속 한복의 모습 [겨울 벚꽃 생활한복],2572000,514,5003,26명
4105,당신의 좌우명은 무엇인가요?,10285000,514,2000000,392명
4106,"심리 전문가와 함께한 하루, <마인드 다이어리>",2570700,514,5001,115명
4107,몰랑이와 친구들 피규어 5종셋트 Ver.3,15412000,513,3000000,384명
4108,앵콜!도깨비를 찾아서,2568000,513,500000,252명
4109,"방구석 여행, <언톨드월드> 마그마어드벤처 탐험대 모집!",5135500,513,10010,84명
4110,"동양풍 웹툰, 디자인을 위한 꽃과 브러시",9243000,513,18017,208명
4111,"[봄, 패션] 봄 아우터 가죽자켓 [브랜드]",5135000,513,10009,29명
4112,스스로 건강의 길을 찾는 내 몸 치유 안내서,5153900,515,1000000,99명
4113,스케치업 웹툰배경 액션맵,1540000,513,3001,78명
4114,"한국의 색, KOREAN TRADITIONAL COLORS",43621000,513,85031,"1,366명"
4115,"스코티쉬폴드의 ""슬픔""을 기억해줘 - 슬픔을 담은 손거울",1026349,513,200000,166명
4116,[DIY] 나만 빼고 다 있는 귀도리 만들기,3076500,512,600000,187명
4117,"세월호 2주기, 다들 잊지 말아주세요.",1538000,512,3003,101명
4118,"영국 독립출판계의 아이돌, 로버트 헌터의《하루의 설계도》",12814233,512,25027,541명
4119,물과 지문에도 안전! 코팅버전으로 다시 돌아온 오뜨달뱃지,20478000,511,40074,687명
4120,"평범한 사람들 속, 가장 빛나는 나를 만들어줄 패션가이드북",2559100,511,5008,71명
4121,말린 꽃 같은 영롱한 색감의 '한정판 컬러 카드지갑',2559000,511,5007,55명
4122,"함께하는 시작, 같이의 가치 ‘마누세라 스킨케어’",511500,511,100000,27명
4123,캣치캣츠 : 고양이와 반려인을 위한 스마트 장난감,25564356,511,5000000,424명
4124,서울의 작은 바다 해수향당에서 만드는 향기의 모습 그 시작,2812000,511,5502,60명
4125,센스있는 크리스마스 디저트 '크리스마스 케익볼',2556000,511,5001,121명
4126,와글와글 페르소나,1532000,510,300000,77명
4127,효율적인 작업을 위한 포토샵/일러스트 단축키 마우스 패드,10211000,510,20021,473명
4128,"시인의 향수, ""풀꽃"" 그리고 ""목련꽃낙화""",5104000,510,10007,64명
4129,올-라운드 문예지 <TOYBOX> VOL.5 '편지',15311000,510,30021,557명
4130,조선시대 엑스트라 120,5103000,510,10005,90명
4131,달님을 위한 어른들을 위한 동화 《달과 경찰》,10205000,510,20009,641명
4132,"해치실버반지 ""재앙을 막는 신수를 내 손안에""",510000,509,1001,6명
4133,[이런저런 잡화점] 4계절 블라우스,5100000,509,1000000,116명
4134,가우스전자 웹툰 마지막 시즌에 찾아온 한정판 보드게임,7640000,509,15009,203명
4135,그들이 기획한 데뷔 15주년 기념 데뷔 EP [안녕],2546000,509,5001,65명
4136,소녀들에게 생리대를 선물해주세요!<소녀에게 뱃지>,2545000,509,500000,286명
4137,싱어송라이터 타마라킴의 따뜻한 자선앨범 LOR,5089000,508,1000000,68명
